date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2010-01-11,24,23,0.0,11.0,6,19,04:24 AM,03:20 PM,07:11 AM,06:08 PM,17,25,25,23,21,9,69,0.0,1017,24,10,33,16,96822
2010-01-12,24,22,0.0,11.0,6,12,05:17 AM,04:12 PM,07:11 AM,06:08 PM,17,25,25,23,11,1,69,0.0,1017,24,10,154,8,96822
2010-01-13,24,22,0.0,11.0,6,5,06:06 AM,05:06 PM,07:12 AM,06:09 PM,17,25,25,23,20,12,68,0.0,1016,24,10,311,15,96822
2010-01-14,22,21,0.0,11.0,6,0,06:51 AM,05:59 PM,07:12 AM,06:10 PM,15,22,25,22,30,21,67,0.0,1018,22,10,150,23,96822
2010-01-15,23,22,0.0,11.0,6,0,07:32 AM,06:51 PM,07:12 AM,06:10 PM,17,25,25,23,24,20,71,0.0,1018,23,10,76,18,96822
2010-01-16,24,23,0.0,11.0,6,2,08:08 AM,07:42 PM,07:12 AM,06:11 PM,18,25,25,23,20,24,73,0.0,1016,24,10,63,14,96822
2010-01-17,24,23,0.0,11.0,6,10,08:43 AM,08:31 PM,07:12 AM,06:12 PM,19,25,25,23,21,46,76,0.0,1016,24,10,28,15,96822
2010-01-18,24,23,0.0,11.0,6,17,09:15 AM,09:20 PM,07:12 AM,06:12 PM,19,25,25,23,25,31,77,0.0,1016,24,10,45,18,96822
2010-01-19,24,23,0.0,11.0,6,24,09:47 AM,10:09 PM,07:11 AM,06:13 PM,19,25,25,23,25,16,76,0.0,1017,24,10,42,18,96822
2010-01-20,23,22,0.0,8.6,5,31,10:19 AM,10:59 PM,07:11 AM,06:14 PM,19,25,25,23,37,36,77,0.4,1019,23,10,43,28,96822
2010-01-21,23,22,0.0,11.0,6,39,10:52 AM,11:50 PM,07:11 AM,06:14 PM,17,25,25,23,35,14,72,0.0,1018,23,10,84,26,96822
2010-01-22,24,22,0.0,11.0,6,46,11:29 AM,No moonset,07:11 AM,06:15 PM,16,25,25,23,7,5,65,0.0,1015,24,10,228,5,96822
2010-01-23,25,24,0.0,11.1,6,53,12:09 PM,12:45 AM,07:11 AM,06:16 PM,19,26,26,24,19,16,74,0.0,1014,25,10,209,13,96822
2010-01-24,24,24,0.0,11.1,6,60,12:55 PM,01:43 AM,07:11 AM,06:16 PM,19,26,26,24,6,24,74,0.0,1014,24,10,203,4,96822
2010-01-25,24,23,0.0,11.1,6,68,01:48 PM,02:43 AM,07:11 AM,06:17 PM,19,26,26,24,14,12,75,0.0,1013,24,10,142,10,96822
2010-01-26,25,24,0.0,8.6,5,75,02:48 PM,03:46 AM,07:10 AM,06:18 PM,22,27,27,25,32,45,85,1.6,1011,25,10,201,22,96822
2010-01-27,24,23,0.0,10.1,5,82,03:54 PM,04:48 AM,07:10 AM,06:18 PM,20,25,25,23,26,50,80,1.0,1013,24,10,133,18,96822
2010-01-28,24,23,0.0,10.1,5,90,05:03 PM,05:47 AM,07:10 AM,06:19 PM,20,25,25,23,24,56,80,0.2,1014,24,10,58,17,96822
2010-01-29,24,23,0.0,10.1,5,97,06:12 PM,06:40 AM,07:10 AM,06:19 PM,20,25,25,23,11,46,83,2.4,1014,24,10,233,7,96822
2010-01-30,24,23,0.0,5.6,5,100,07:19 PM,07:29 AM,07:09 AM,06:20 PM,20,25,25,23,20,76,85,4.0,1012,24,10,70,15,96822
2010-01-31,25,23,0.0,11.1,6,100,08:23 PM,08:13 AM,07:09 AM,06:21 PM,21,26,26,24,23,28,83,0.6,1012,25,10,63,16,96822
2010-02-01,24,23,0.0,11.1,6,77,09:25 PM,08:55 AM,07:09 AM,06:21 PM,20,26,26,24,6,14,80,0.0,1011,24,10,157,4,96822
2010-02-02,24,23,0.0,8.6,5,69,10:25 PM,09:35 AM,07:08 AM,06:22 PM,20,25,25,23,24,48,80,5.4,1012,24,10,262,17,96822
2010-02-03,22,21,0.0,11.2,6,62,11:26 PM,10:15 AM,07:08 AM,06:23 PM,16,21,24,21,37,40,70,0.0,1015,22,10,145,29,96822
2010-02-04,22,21,0.0,10.1,5,54,No moonrise,10:56 AM,07:07 AM,06:23 PM,16,21,24,21,34,51,71,0.0,1016,22,10,60,26,96822
2010-02-05,23,22,0.0,11.2,6,47,12:24 AM,11:40 AM,07:07 AM,06:24 PM,17,25,25,23,22,23,69,0.0,1016,23,10,95,16,96822
2010-02-06,24,23,0.0,11.2,6,39,01:23 AM,12:27 PM,07:07 AM,06:24 PM,16,25,25,23,9,9,66,0.0,1017,24,10,91,6,96822
2010-02-07,24,23,0.0,11.2,6,32,02:19 AM,01:16 PM,07:06 AM,06:25 PM,18,25,25,23,19,3,72,0.0,1018,24,10,44,14,96822
2010-02-08,24,23,0.0,11.2,6,24,03:13 AM,02:08 PM,07:06 AM,06:25 PM,19,25,25,24,29,4,75,0.0,1019,24,10,67,21,96822
2010-02-09,24,23,0.0,11.2,6,16,04:03 AM,03:01 PM,07:05 AM,06:26 PM,18,25,25,24,24,7,71,0.0,1019,24,10,75,17,96822
2010-02-10,24,22,0.0,11.2,6,9,04:49 AM,03:54 PM,07:05 AM,06:27 PM,17,25,25,23,25,1,70,0.0,1020,24,10,115,18,96822
2010-02-11,23,23,0.0,7.1,5,1,05:31 AM,04:46 PM,07:04 AM,06:27 PM,19,25,25,23,40,69,77,0.2,1019,23,9,49,29,96822
2010-02-12,23,23,0.0,10.1,5,0,06:09 AM,05:38 PM,07:03 AM,06:28 PM,18,25,25,23,30,52,76,0.3,1018,23,10,48,22,96822
2010-02-13,23,22,0.0,11.3,6,0,06:44 AM,06:27 PM,07:03 AM,06:28 PM,18,25,25,23,28,27,75,0.1,1017,23,10,45,20,96822
2010-02-14,24,22,0.0,11.3,6,0,07:18 AM,07:17 PM,07:02 AM,06:29 PM,18,25,25,23,27,24,74,0.0,1017,24,10,51,19,96822
2010-02-15,24,22,0.0,11.3,6,6,07:50 AM,08:06 PM,07:02 AM,06:29 PM,18,25,25,23,24,6,72,0.0,1018,24,10,58,17,96822
2010-02-16,24,22,0.0,10.1,5,13,08:21 AM,08:55 PM,07:01 AM,06:30 PM,17,25,25,23,24,17,72,0.1,1017,24,10,314,18,96822
2010-02-17,21,20,0.0,10.1,5,21,08:54 AM,09:46 PM,07:00 AM,06:30 PM,16,21,22,21,38,49,72,0.4,1019,21,8,63,30,96822
2010-02-18,21,20,0.0,7.1,5,29,09:29 AM,10:39 PM,07:00 AM,06:31 PM,15,21,22,21,29,66,70,0.2,1019,21,10,42,22,96822
2010-02-19,22,20,0.0,7.3,5,36,10:07 AM,11:34 PM,06:59 AM,06:31 PM,17,21,22,21,26,75,77,1.1,1019,22,10,49,20,96822
2010-02-20,24,22,0.0,11.6,6,44,10:50 AM,No moonset,06:58 AM,06:32 PM,17,25,25,23,22,15,72,0.0,1020,24,10,71,16,96822
2010-02-21,23,22,0.0,11.6,6,51,11:39 AM,12:32 AM,06:58 AM,06:32 PM,18,25,25,23,8,20,74,0.0,1019,23,10,67,6,96822
2010-02-22,23,22,0.0,11.6,6,59,12:33 PM,01:32 AM,06:57 AM,06:33 PM,17,25,25,23,6,14,71,0.0,1018,23,10,122,4,96822
2010-02-23,24,22,0.0,11.6,6,66,01:35 PM,02:32 AM,06:56 AM,06:33 PM,17,25,25,23,6,19,70,0.0,1017,24,10,170,4,96822
2010-02-24,24,22,0.0,11.6,6,74,02:40 PM,03:31 AM,06:55 AM,06:33 PM,17,25,25,23,10,4,69,0.0,1018,24,10,195,7,96822
2010-02-25,24,23,0.0,10.2,5,81,03:47 PM,04:25 AM,06:55 AM,06:34 PM,19,26,26,24,35,23,75,0.0,1019,24,10,58,24,96822
2010-02-26,25,24,0.0,11.6,6,89,04:54 PM,05:15 AM,06:54 AM,06:34 PM,20,26,26,24,29,1,76,0.0,1020,25,10,82,20,96822
2010-02-27,24,23,0.0,11.6,6,97,06:00 PM,06:01 AM,06:53 AM,06:35 PM,19,25,25,23,16,3,76,0.0,1019,24,10,106,11,96822
2010-02-28,22,21,0.0,8.8,5,100,07:04 PM,06:44 AM,06:52 AM,06:35 PM,18,22,25,22,47,54,77,0.3,1019,22,10,29,36,96822
2010-03-01,22,21,0.0,11.6,5,100,08:06 PM,07:26 AM,06:52 AM,06:36 PM,16,21,24,21,46,46,72,0.0,1021,22,10,57,36,96822
2010-03-02,23,22,0.0,10.2,5,85,09:08 PM,08:07 AM,06:51 AM,06:36 PM,17,25,25,22,50,57,74,0.0,1021,23,10,69,38,96822
2010-03-03,23,22,0.0,8.8,5,78,10:10 PM,08:49 AM,06:50 AM,06:36 PM,17,25,25,22,45,56,73,0.0,1021,23,10,65,34,96822
2010-03-04,23,22,0.0,10.2,5,71,11:11 PM,09:34 AM,06:49 AM,06:37 PM,18,25,25,23,49,51,76,0.5,1021,23,10,69,37,96822
2010-03-05,23,22,0.0,11.6,6,63,No moonrise,10:20 AM,06:48 AM,06:37 PM,18,25,25,23,47,35,76,0.1,1020,23,10,64,35,96822
2010-03-06,24,22,0.0,11.6,6,56,12:10 AM,11:10 AM,06:47 AM,06:37 PM,18,25,25,23,43,16,75,0.1,1020,24,10,67,31,96822
2010-03-07,23,22,0.0,11.6,5,49,01:06 AM,12:02 PM,06:47 AM,06:38 PM,18,25,25,22,33,22,77,1.1,1020,23,10,52,24,96822
2010-03-08,22,22,0.0,11.6,6,42,01:58 AM,12:55 PM,06:46 AM,06:38 PM,17,25,25,22,45,21,72,0.2,1021,22,10,45,34,96822
2010-03-09,23,22,0.0,11.6,6,34,02:46 AM,01:49 PM,06:45 AM,06:39 PM,18,25,25,23,50,28,76,0.2,1022,23,10,67,37,96822
2010-03-10,23,23,0.0,11.6,6,27,03:30 AM,02:41 PM,06:44 AM,06:39 PM,19,25,25,23,50,31,78,0.0,1022,23,10,70,36,96822
2010-03-11,23,23,0.0,11.6,6,20,04:09 AM,03:33 PM,06:43 AM,06:39 PM,18,25,25,23,45,12,75,0.0,1021,23,10,70,32,96822
2010-03-12,24,23,0.0,10.2,6,12,04:45 AM,04:23 PM,06:42 AM,06:40 PM,18,25,25,23,36,16,74,0.0,1020,24,10,73,26,96822
2010-03-13,24,23,0.0,11.6,6,5,05:19 AM,05:13 PM,06:41 AM,06:40 PM,18,25,25,23,28,13,74,0.2,1019,24,10,76,20,96822
2010-03-14,23,23,0.0,11.6,5,0,05:52 AM,06:02 PM,06:40 AM,06:40 PM,19,25,25,23,32,18,77,0.6,1018,23,10,60,23,96822
2010-03-15,23,22,0.0,11.6,5,0,06:23 AM,06:51 PM,06:40 AM,06:41 PM,19,25,25,23,39,25,80,0.7,1019,23,10,62,28,96822
2010-03-16,24,23,0.0,11.6,6,2,06:56 AM,07:42 PM,06:39 AM,06:41 PM,19,25,25,23,20,9,78,0.0,1018,24,10,79,14,96822
2010-03-17,24,22,0.0,11.6,6,9,07:31 AM,08:35 PM,06:38 AM,06:41 PM,19,25,25,23,16,17,80,0.3,1016,24,10,240,12,96822
2010-03-18,22,21,0.0,8.8,5,16,08:08 AM,09:30 PM,06:37 AM,06:42 PM,17,21,24,21,35,59,76,0.3,1018,22,10,30,26,96822
2010-03-19,22,21,0.0,8.8,5,24,08:50 AM,10:27 PM,06:36 AM,06:42 PM,16,21,23,21,36,64,72,0.0,1018,22,10,49,27,96822
2010-03-20,23,21,0.0,11.6,5,31,09:37 AM,11:26 PM,06:35 AM,06:42 PM,17,25,25,22,35,39,72,0.1,1017,23,10,68,26,96822
2010-03-21,24,22,0.0,11.6,6,38,10:28 AM,No moonset,06:34 AM,06:43 PM,19,25,25,23,25,6,78,0.0,1017,24,10,77,18,96822
2010-03-22,24,23,0.0,11.6,6,46,11:26 AM,12:24 AM,06:33 AM,06:43 PM,20,25,25,23,10,18,82,0.0,1018,24,10,112,7,96822
2010-03-23,24,23,0.0,11.6,6,53,12:27 PM,01:21 AM,06:32 AM,06:43 PM,20,25,25,23,24,17,79,0.0,1018,24,10,134,16,96822
2010-03-24,24,23,0.0,11.6,6,60,01:32 PM,02:15 AM,06:31 AM,06:44 PM,19,25,25,24,44,6,75,0.0,1019,24,10,74,30,96822
2010-03-25,23,23,0.0,11.6,6,67,02:36 PM,03:05 AM,06:30 AM,06:44 PM,19,25,25,23,43,31,78,0.0,1018,23,10,68,31,96822
2010-03-26,24,23,0.0,11.6,6,75,03:40 PM,03:51 AM,06:29 AM,06:44 PM,19,25,25,23,33,23,77,0.1,1017,24,10,54,23,96822
2010-03-27,24,23,0.0,11.6,6,82,04:43 PM,04:34 AM,06:29 AM,06:45 PM,18,25,25,23,35,11,75,0.0,1018,24,10,55,25,96822
2010-03-28,24,23,0.0,11.6,6,89,05:46 PM,05:16 AM,06:28 AM,06:45 PM,19,25,25,23,40,9,75,0.0,1020,24,10,68,28,96822
2010-03-29,24,23,0.0,8.8,5,96,06:47 PM,05:57 AM,06:27 AM,06:45 PM,19,25,25,23,48,49,78,0.0,1021,24,10,68,34,96822
2010-03-30,24,23,0.0,11.6,6,100,07:50 PM,06:39 AM,06:26 AM,06:45 PM,19,26,26,24,53,22,77,0.0,1020,24,10,70,37,96822
2010-03-31,24,23,0.0,11.6,6,100,08:52 PM,07:23 AM,06:25 AM,06:46 PM,19,25,25,23,53,32,78,0.1,1020,24,10,72,37,96822
2010-04-01,24,23,0.0,11.6,6,77,09:54 PM,08:10 AM,06:24 AM,06:46 PM,19,25,25,23,51,20,76,0.0,1020,24,10,75,36,96822
2010-04-02,24,23,0.0,11.6,6,70,10:53 PM,09:00 AM,06:23 AM,06:46 PM,20,25,25,23,41,23,81,0.1,1020,24,10,71,29,96822
2010-04-03,24,23,0.0,11.6,6,62,11:49 PM,09:52 AM,06:22 AM,06:47 PM,20,25,25,23,47,33,80,0.8,1019,24,10,66,33,96822
2010-04-04,23,23,0.0,7.5,5,55,No moonrise,10:46 AM,06:21 AM,06:47 PM,20,25,25,23,49,75,81,1.0,1019,23,10,69,35,96822
2010-04-05,24,23,0.0,11.6,6,47,12:39 AM,11:41 AM,06:20 AM,06:47 PM,19,25,25,23,45,35,78,0.2,1018,24,10,75,32,96822
2010-04-06,24,23,0.0,11.6,5,40,01:25 AM,12:34 PM,06:19 AM,06:48 PM,20,25,25,23,28,22,80,0.6,1018,24,10,89,20,96822
2010-04-07,24,23,0.0,11.6,5,32,02:06 AM,01:27 PM,06:19 AM,06:48 PM,21,26,26,24,26,19,83,0.9,1018,24,10,90,18,96822
2010-04-08,24,23,0.0,11.6,6,24,02:44 AM,02:17 PM,06:18 AM,06:48 PM,20,26,26,24,36,18,79,0.2,1018,24,10,78,25,96822
2010-04-09,24,23,0.0,11.6,6,17,03:19 AM,03:07 PM,06:17 AM,06:49 PM,19,25,25,23,35,13,77,0.0,1018,24,10,69,25,96822
2010-04-10,24,23,0.0,11.6,6,9,03:51 AM,03:56 PM,06:16 AM,06:49 PM,19,25,25,23,35,6,76,0.0,1018,24,10,63,25,96822
2010-04-11,24,23,0.0,11.6,6,2,04:23 AM,04:45 PM,06:15 AM,06:49 PM,19,25,25,23,33,8,76,0.0,1019,24,10,64,24,96822
2010-04-12,23,22,0.0,10.2,5,0,04:56 AM,05:36 PM,06:14 AM,06:50 PM,19,25,25,23,35,37,79,0.6,1019,23,10,49,25,96822
2010-04-13,23,22,0.0,10.2,5,0,05:31 AM,06:28 PM,06:13 AM,06:50 PM,18,25,25,22,35,39,76,0.3,1018,23,10,36,26,96822
2010-04-14,22,21,0.0,11.6,6,0,06:08 AM,07:23 PM,06:13 AM,06:50 PM,16,22,24,22,34,22,70,0.0,1019,22,10,29,26,96822
2010-04-15,22,21,0.0,11.6,6,5,06:49 AM,08:20 PM,06:12 AM,06:51 PM,16,22,25,22,33,30,68,0.0,1020,22,10,26,25,96822
2010-04-16,21,21,0.0,7.6,5,13,07:35 AM,09:20 PM,06:11 AM,06:51 PM,16,21,21,21,35,68,73,0.3,1020,21,9,28,27,96822
2010-04-17,22,21,0.0,8.9,5,21,08:25 AM,10:19 PM,06:10 AM,06:51 PM,16,21,24,21,36,72,72,0.0,1019,22,10,54,27,96822
2010-04-18,23,21,0.0,11.6,5,28,09:22 AM,11:17 PM,06:09 AM,06:52 PM,17,25,25,22,38,67,73,0.0,1019,23,10,60,28,96822
2010-04-19,24,22,0.0,11.6,5,36,10:22 AM,No moonset,06:09 AM,06:52 PM,18,25,25,23,39,46,74,0.0,1019,24,10,70,28,96822
2010-04-20,24,23,0.0,11.6,6,43,11:25 AM,12:11 AM,06:08 AM,06:52 PM,20,26,26,24,42,24,78,0.0,1019,24,10,76,30,96822
2010-04-21,24,23,0.0,11.6,5,51,12:27 PM,01:01 AM,06:07 AM,06:53 PM,20,26,26,24,39,23,81,0.3,1020,24,10,72,28,96822
2010-04-22,24,23,0.0,11.6,5,58,01:30 PM,01:47 AM,06:06 AM,06:53 PM,20,26,26,24,36,24,81,0.3,1018,24,10,66,26,96822
2010-04-23,24,23,0.0,11.6,6,66,02:30 PM,02:30 AM,06:06 AM,06:53 PM,20,26,26,24,29,8,80,0.1,1018,24,10,57,21,96822
2010-04-24,25,23,0.0,11.6,6,73,03:31 PM,03:11 AM,06:05 AM,06:54 PM,20,26,26,24,25,7,80,0.0,1019,25,10,64,18,96822
2010-04-25,24,23,0.0,11.6,6,81,04:31 PM,03:51 AM,06:04 AM,06:54 PM,20,26,26,24,28,1,77,0.0,1021,24,10,70,20,96822
2010-04-26,24,23,0.0,11.6,6,89,05:32 PM,04:31 AM,06:04 AM,06:55 PM,19,26,26,24,33,5,76,0.0,1022,24,10,64,23,96822
2010-04-27,24,23,0.0,11.6,6,96,06:34 PM,05:13 AM,06:03 AM,06:55 PM,20,26,26,24,35,2,77,0.0,1022,24,10,72,24,96822
2010-04-28,24,24,0.0,11.6,6,100,07:36 PM,05:59 AM,06:02 AM,06:55 PM,20,26,26,24,43,9,78,0.0,1021,24,10,82,30,96822
2010-04-29,24,24,0.0,11.6,6,89,08:37 PM,06:47 AM,06:02 AM,06:56 PM,21,26,26,24,32,24,81,0.1,1021,24,10,87,23,96822
2010-04-30,25,24,0.0,11.6,6,81,09:35 PM,07:40 AM,06:01 AM,06:56 PM,21,26,26,24,26,11,82,0.0,1020,25,10,94,18,96822
2010-05-01,25,24,0.0,12.6,6,78,10:29 PM,08:34 AM,06:00 AM,06:57 PM,21,26,26,24,10,31,83,0.1,1018,25,10,114,7,96822
2010-05-02,24,23,0.0,11.8,5,71,11:18 PM,09:30 AM,06:00 AM,06:57 PM,20,25,25,23,9,50,82,2.8,1016,24,9,168,6,96822
2010-05-03,24,23,0.0,13.0,5,64,No moonrise,10:24 AM,05:59 AM,06:57 PM,21,26,26,24,12,30,85,0.8,1017,24,10,147,8,96822
2010-05-04,25,24,0.0,13.0,6,57,12:01 AM,11:18 AM,05:59 AM,06:58 PM,21,26,26,24,33,2,79,0.0,1017,25,10,87,23,96822
2010-05-05,24,24,0.0,13.0,6,49,12:40 AM,12:09 PM,05:58 AM,06:58 PM,20,26,26,24,39,3,76,0.0,1017,24,10,81,27,96822
2010-05-06,24,24,0.0,13.0,6,42,01:17 AM,01:00 PM,05:57 AM,06:59 PM,20,26,26,24,42,22,77,0.0,1016,24,10,76,30,96822
2010-05-07,24,24,0.0,13.0,6,35,01:50 AM,01:49 PM,05:57 AM,06:59 PM,20,26,26,24,43,28,76,0.2,1016,24,10,80,30,96822
2010-05-08,25,24,0.0,13.4,6,27,02:22 AM,02:38 PM,05:56 AM,07:00 PM,19,26,26,24,39,11,74,0.0,1017,25,10,83,28,96822
2010-05-09,25,24,0.0,13.4,6,20,02:55 AM,03:28 PM,05:56 AM,07:00 PM,19,26,26,24,37,8,74,0.0,1016,25,10,83,26,96822
2010-05-10,25,24,0.0,13.5,6,13,03:29 AM,04:19 PM,05:55 AM,07:00 PM,20,26,26,24,24,11,76,0.0,1016,25,10,87,17,96822
2010-05-11,25,24,0.0,13.5,6,6,04:04 AM,05:13 PM,05:55 AM,07:01 PM,20,26,26,24,24,9,77,0.0,1017,25,10,84,17,96822
2010-05-12,25,24,0.0,13.5,6,0,04:44 AM,06:10 PM,05:54 AM,07:01 PM,21,27,27,25,24,7,82,0.0,1018,25,10,91,17,96822
2010-05-13,25,24,0.0,13.5,6,0,05:28 AM,07:09 PM,05:54 AM,07:02 PM,21,27,27,24,33,16,82,0.0,1018,25,10,80,23,96822
2010-05-14,25,24,0.0,13.5,6,1,06:18 AM,08:10 PM,05:54 AM,07:02 PM,20,26,26,24,36,21,79,0.0,1018,25,10,72,25,96822
2010-05-15,25,24,0.0,13.5,6,9,07:14 AM,09:10 PM,05:53 AM,07:03 PM,20,26,26,24,34,21,78,0.0,1019,25,10,65,24,96822
2010-05-16,25,24,0.0,13.5,6,16,08:14 AM,10:06 PM,05:53 AM,07:03 PM,20,26,26,24,34,20,77,0.0,1018,25,10,75,24,96822
2010-05-17,25,24,0.0,13.5,6,23,09:18 AM,10:59 PM,05:52 AM,07:03 PM,19,26,26,24,30,6,74,0.0,1018,25,10,78,22,96822
2010-05-18,25,24,0.0,13.5,6,31,10:21 AM,11:46 PM,05:52 AM,07:04 PM,19,26,26,24,34,12,75,0.0,1018,25,10,76,24,96822
2010-05-19,25,24,0.0,13.5,6,38,11:24 AM,No moonset,05:52 AM,07:04 PM,20,26,26,24,38,7,77,0.0,1018,25,10,80,27,96822
2010-05-20,25,24,0.0,13.5,6,45,12:24 PM,12:29 AM,05:51 AM,07:05 PM,21,27,27,25,40,17,81,0.1,1018,25,10,85,27,96822
2010-05-21,25,25,0.0,13.5,6,52,01:24 PM,01:10 AM,05:51 AM,07:05 PM,21,27,27,25,46,28,80,0.0,1019,25,10,81,32,96822
2010-05-22,26,24,0.0,13.6,6,60,02:22 PM,01:49 AM,05:51 AM,07:06 PM,21,27,27,25,44,6,78,0.0,1020,26,10,75,31,96822
2010-05-23,25,24,0.0,13.6,6,67,03:22 PM,02:28 AM,05:51 AM,07:06 PM,21,26,26,24,49,16,79,0.0,1020,25,10,76,35,96822
2010-05-24,25,24,0.0,13.6,6,74,04:21 PM,03:09 AM,05:50 AM,07:06 PM,20,26,26,25,44,6,77,0.0,1020,25,10,78,31,96822
2010-05-25,25,24,0.0,13.6,6,81,05:23 PM,03:52 AM,05:50 AM,07:07 PM,20,26,26,24,37,5,77,0.0,1020,25,10,76,27,96822
2010-05-26,25,24,0.0,13.6,6,89,06:23 PM,04:38 AM,05:50 AM,07:07 PM,20,26,26,24,33,2,75,0.0,1019,25,10,90,23,96822
2010-05-27,25,24,0.0,13.6,6,96,07:22 PM,05:29 AM,05:50 AM,07:08 PM,20,26,26,24,17,5,76,0.0,1018,25,10,99,12,96822
2010-05-28,24,24,0.0,13.6,6,100,08:18 PM,06:22 AM,05:49 AM,07:08 PM,20,26,26,24,12,4,79,0.0,1018,24,10,153,9,96822
2010-05-29,25,24,0.0,13.6,6,89,09:09 PM,07:18 AM,05:49 AM,07:09 PM,20,26,26,25,30,4,77,0.0,1019,25,10,82,21,96822
2010-05-30,25,24,0.0,13.6,6,82,09:55 PM,08:13 AM,05:49 AM,07:09 PM,20,26,26,25,37,7,77,0.0,1020,25,10,78,26,96822
2010-05-31,25,24,0.0,13.6,6,78,10:36 PM,09:08 AM,05:49 AM,07:09 PM,20,26,26,25,40,0,74,0.0,1021,25,10,80,28,96822
2010-06-01,25,24,0.0,13.6,6,63,11:14 PM,10:01 AM,05:49 AM,07:10 PM,20,26,26,25,38,12,75,0.0,1021,25,10,78,27,96822
2010-06-02,25,24,0.0,13.6,6,55,11:48 PM,10:51 AM,05:49 AM,07:10 PM,19,26,26,25,32,6,73,0.0,1020,25,10,81,23,96822
2010-06-03,25,24,0.0,13.6,6,48,No moonrise,11:41 AM,05:49 AM,07:11 PM,19,26,26,24,28,8,71,0.0,1019,25,10,71,21,96822
2010-06-04,25,24,0.0,12.1,5,40,12:21 AM,12:30 PM,05:49 AM,07:11 PM,20,26,26,24,27,45,76,0.0,1018,25,10,62,19,96822
2010-06-05,25,24,0.0,13.6,6,32,12:53 AM,01:19 PM,05:49 AM,07:11 PM,20,26,26,25,29,14,75,0.0,1019,25,10,73,20,96822
2010-06-06,25,24,0.0,13.6,6,25,01:26 AM,02:09 PM,05:49 AM,07:12 PM,21,27,27,25,27,13,79,0.0,1019,25,10,72,19,96822
2010-06-07,25,25,0.0,13.6,6,17,02:00 AM,03:01 PM,05:49 AM,07:12 PM,21,27,27,25,33,10,79,0.0,1019,25,10,75,23,96822
2010-06-08,25,25,0.0,13.6,6,10,02:38 AM,03:56 PM,05:49 AM,07:13 PM,21,27,27,25,43,19,78,0.0,1019,25,10,80,30,96822
2010-06-09,26,25,0.0,13.6,7,2,03:20 AM,04:54 PM,05:49 AM,07:13 PM,21,27,27,25,47,17,78,0.0,1020,26,10,84,33,96822
2010-06-10,25,25,0.0,13.6,7,0,04:07 AM,05:55 PM,05:49 AM,07:13 PM,22,27,27,25,42,30,81,0.0,1021,25,10,77,30,96822
2010-06-11,25,24,0.0,13.7,7,0,05:01 AM,06:56 PM,05:49 AM,07:14 PM,20,27,27,25,38,3,75,0.0,1020,25,10,66,27,96822
2010-06-12,25,25,0.0,13.7,7,0,06:01 AM,07:56 PM,05:49 AM,07:14 PM,20,27,27,25,35,5,75,0.0,1020,25,10,74,24,96822
2010-06-13,26,25,0.0,13.7,7,5,07:05 AM,08:51 PM,05:49 AM,07:14 PM,21,27,27,25,31,15,79,0.0,1020,26,10,70,22,96822
2010-06-14,26,24,0.0,13.7,6,13,08:10 AM,09:42 PM,05:49 AM,07:15 PM,21,27,27,25,25,13,79,0.0,1019,26,10,66,18,96822
2010-06-15,25,24,0.0,13.7,7,20,09:15 AM,10:28 PM,05:49 AM,07:15 PM,21,27,27,25,26,10,78,0.0,1018,25,10,70,18,96822
2010-06-16,26,25,0.0,13.7,7,28,10:18 AM,11:10 PM,05:49 AM,07:15 PM,21,27,27,25,29,5,77,0.0,1019,26,10,70,20,96822
2010-06-17,25,25,0.0,13.7,6,35,11:19 AM,11:50 PM,05:50 AM,07:15 PM,20,27,27,25,32,17,77,0.2,1019,25,10,62,23,96822
2010-06-18,25,24,0.0,13.7,6,43,12:18 PM,No moonset,05:50 AM,07:16 PM,21,27,27,25,30,17,79,0.0,1018,25,10,66,21,96822
2010-06-19,26,24,0.0,13.7,7,50,01:17 PM,12:29 AM,05:50 AM,07:16 PM,21,27,27,25,29,8,78,0.0,1019,26,10,76,20,96822
2010-06-20,26,25,0.0,13.7,7,58,02:15 PM,01:09 AM,05:50 AM,07:16 PM,21,27,27,25,40,4,77,0.0,1019,26,10,78,28,96822
2010-06-21,26,25,0.0,13.7,7,65,03:15 PM,01:50 AM,05:50 AM,07:16 PM,20,27,27,25,38,7,76,0.0,1018,26,10,76,27,96822
2010-06-22,26,25,0.0,13.7,7,73,04:14 PM,02:34 AM,05:51 AM,07:17 PM,21,27,27,25,42,9,76,0.0,1018,26,10,76,30,96822
2010-06-23,26,25,0.0,13.7,7,80,05:13 PM,03:23 AM,05:51 AM,07:17 PM,21,27,27,25,45,14,76,0.0,1019,26,10,76,32,96822
2010-06-24,25,25,0.0,13.7,7,88,06:09 PM,04:14 AM,05:51 AM,07:17 PM,21,27,27,25,44,36,77,0.0,1020,25,10,68,31,96822
2010-06-25,25,25,0.0,13.3,5,96,07:02 PM,05:08 AM,05:51 AM,07:17 PM,21,27,27,25,32,47,79,0.3,1017,25,9,64,23,96822
2010-06-26,25,24,0.0,13.7,5,100,07:50 PM,06:04 AM,05:52 AM,07:17 PM,21,27,27,25,15,29,80,0.7,1017,25,10,83,11,96822
